,Unnamed: 0,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
108,714,Corsair CSSD-F80GBP2,83.8 GB,"1,339",7769,7.24,$184.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F80GBP2&id=1061,NA,NA,NA,NA
109,715,Corsair CSSD-F90GB2,83.7 GB,"1,761",7422,10.97,$160.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F90GB2&id=1062,NA,NA,NA,NA
110,716,Corsair CSSD-R60GB2,56.2 GB,874,8309,4.55,$191.88*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-R60GB2&id=1063,NA,NA,NA,NA
111,717,Corsair CSSD-V128GB2,119.1 GB,"1,294",7820,5.88,$219.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-V128GB2&id=1064,NA,NA,NA,NA
112,718,Corsair CSSD-V32GB2,29.7 GB,807,8418,10.4,$77.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-V32GB2&id=1065,NA,NA,NA,NA
113,719,Corsair CSSD-V64GB2,59.5 GB,"1,025",8110,7.32,$139.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-V64GB2&id=1066,NA,NA,NA,NA
114,720,Corsair Force,223.6 GB,"4,353",3415,8.73,$498.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force&id=5362,NA,NA,NA,NA
115,728,Corsair Force 3 SSD,111.8 GB,"2,337",6904,7.78,$300.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%203%20SSD&id=16952,269 MBytes/Sec,193 MBytes/Sec,178 MBytes/Sec,23 MBytes/Sec
116,730,Corsair Force 3 SSD,55.9 GB,"1,797",7390,8.96,$200.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%203%20SSD&id=74,231 MBytes/Sec,127 MBytes/Sec,124 MBytes/Sec,24 MBytes/Sec
117,731,Corsair Force GS,223.6 GB,"3,743",4362,7.63,$490.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20GS&id=258,402 MBytes/Sec,322 MBytes/Sec,311 MBytes/Sec,30 MBytes/Sec
118,737,Corsair Force GT,223.6 GB,"3,698",4458,7.42,$498.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20GT&id=16980,388 MBytes/Sec,328 MBytes/Sec,304 MBytes/Sec,27 MBytes/Sec
119,739,Corsair Force GT,111.8 GB,"3,399",5030,5.69,$597.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20GT&id=18,411 MBytes/Sec,264 MBytes/Sec,260 MBytes/Sec,27 MBytes/Sec
120,758,Corsair Force LS SSD,55.9 GB,"1,880",7319,28.92,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20LS%20SSD&id=5724,340 MBytes/Sec,111 MBytes/Sec,78 MBytes/Sec,15 MBytes/Sec
121,762,Corsair Force MP300 120GB,111.8 GB,"6,096",2887,81.39,$74.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP300%20120GB&id=22183,"1,144 MBytes/Sec",287 MBytes/Sec,257 MBytes/Sec,36 MBytes/Sec
122,763,Corsair Force MP300 240GB,223.6 GB,"9,211",2602,78.47,$117.39*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP300%20240GB&id=16469,"1,298 MBytes/Sec",679 MBytes/Sec,609 MBytes/Sec,40 MBytes/Sec
123,764,Corsair Force MP300 480GB,447.1 GB,"9,108",2616,61.13,$149.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP300%20480GB&id=22179,"1,234 MBytes/Sec",637 MBytes/Sec,676 MBytes/Sec,39 MBytes/Sec
124,765,Corsair Force MP500 120GB,111.8 GB,"7,662",2760,19.28,$397.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP500%20120GB&id=21085,"1,404 MBytes/Sec",369 MBytes/Sec,389 MBytes/Sec,43 MBytes/Sec
125,766,Corsair Force MP500 240GB,223.6 GB,"11,356",2306,143.75,$79.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP500%20240GB&id=13427,"1,955 MBytes/Sec",684 MBytes/Sec,542 MBytes/Sec,45 MBytes/Sec
126,767,Corsair Force MP500 480GB,447.1 GB,"12,337",2165,63.59,$193.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP500%20480GB&id=21038,"1,792 MBytes/Sec","1,027 MBytes/Sec",639 MBytes/Sec,47 MBytes/Sec
127,768,Corsair Force MP510 1920GB,1.7 TB,"21,889",897,84.84,$257.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%201920GB&id=22621,"2,607 MBytes/Sec","1,913 MBytes/Sec","1,742 MBytes/Sec",58 MBytes/Sec
128,769,Corsair Force MP510 240GB,223.6 GB,"11,070",2359,184.42,$60.03*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%20240GB&id=16704,"1,887 MBytes/Sec",587 MBytes/Sec,646 MBytes/Sec,54 MBytes/Sec
129,770,Corsair Force MP510 480GB,447.1 GB,"16,368",1538,656.03,$24.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%20480GB&id=22342,"2,360 MBytes/Sec","1,147 MBytes/Sec","1,094 MBytes/Sec",57 MBytes/Sec
130,771,Corsair Force MP510 960GB,894.3 GB,"20,076",1110,502.53,$39.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%20960GB&id=22443,"2,564 MBytes/Sec","1,604 MBytes/Sec","1,509 MBytes/Sec",56 MBytes/Sec
131,772,Corsair Force MP600 1TB,931.5 GB,"29,154",478,462.83,$62.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP600%201TB&id=23935,"3,262 MBytes/Sec","2,638 MBytes/Sec","2,308 MBytes/Sec",75 MBytes/Sec
132,773,Corsair Force MP600 2TB,1.8 TB,"30,594",431,340.13,$89.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP600%202TB&id=23902,"3,305 MBytes/Sec","2,877 MBytes/Sec","2,495 MBytes/Sec",75 MBytes/Sec
133,775,Corsair Force SSD,111.8 GB,"2,061",7197,26.43,$77.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20SSD&id=2372,224 MBytes/Sec,194 MBytes/Sec,169 MBytes/Sec,22 MBytes/Sec
134,779,Corsair MP400,1.8 TB,"21,227",1001,212.49,$99.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP400&id=27035,"2,627 MBytes/Sec","1,891 MBytes/Sec","1,468 MBytes/Sec",69 MBytes/Sec
135,782,Corsair MP600 CORE,1.8 TB,"25,054",631,278.41,$89.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20CORE&id=27780,"2,709 MBytes/Sec","2,471 MBytes/Sec","1,820 MBytes/Sec",81 MBytes/Sec
136,785,Corsair MP600 CORE XT,931.5 GB,"26,940",544,472.72,$56.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20CORE%20XT&id=34162,"4,605 MBytes/Sec","2,841 MBytes/Sec","1,395 MBytes/Sec",90 MBytes/Sec
137,788,Corsair MP600 GS,1.8 TB,"33,606",356,297.43,$112.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20GS&id=32839,"3,824 MBytes/Sec","3,735 MBytes/Sec","2,337 MBytes/Sec",95 MBytes/Sec
138,791,Corsair MP600 PRO,1.8 TB,"36,533",268,384.6,$94.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20PRO&id=28218,"3,275 MBytes/Sec","3,831 MBytes/Sec","3,367 MBytes/Sec",95 MBytes/Sec
139,794,Corsair MP600 PRO LPX,931.5 GB,"41,226",174,589.02,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20PRO%20LPX&id=30411,"4,298 MBytes/Sec","4,079 MBytes/Sec","3,696 MBytes/Sec",113 MBytes/Sec
140,803,Corsair MP600 PRO XT 1TB,931.5 GB,"35,108",319,501.62,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20PRO%20XT%201TB&id=29548,"3,848 MBytes/Sec","2,982 MBytes/Sec","2,928 MBytes/Sec",123 MBytes/Sec
141,805,Corsair MP700,1.8 TB,"67,346",8,232.23,$289.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP700&id=34372,"8,204 MBytes/Sec","9,298 MBytes/Sec","4,814 MBytes/Sec",133 MBytes/Sec
142,809,Corsair Neutron,111.8 GB,"3,144",5557,8.69,$362.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron&id=17379,NA,NA,NA,NA
143,814,Corsair Neutron GTX SSD,111.8 GB,"3,436",4954,27.52,$124.88*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20GTX%20SSD&id=17036,444 MBytes/Sec,276 MBytes/Sec,247 MBytes/Sec,26 MBytes/Sec
144,815,Corsair Neutron GTX SSD 240GB,223.6 GB,"3,497",4836,6.96,$502.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20GTX%20SSD%20240GB&id=720,389 MBytes/Sec,328 MBytes/Sec,255 MBytes/Sec,25 MBytes/Sec
145,820,Corsair Neutron SSD,223.6 GB,"2,570",6589,3.21,$800.33*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20SSD&id=4114,NA,NA,NA,NA
146,822,Corsair Neutron SSD 256GB,223.6 GB,"2,338",6903,9.35,$249.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20SSD%20256GB&id=979,215 MBytes/Sec,165 MBytes/Sec,159 MBytes/Sec,11 MBytes/Sec
147,830,Corsair Nova 2 SSD,28 GB,828,8385,12.74,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Nova%202%20SSD&id=2558,NA,NA,NA,NA
148,832,Corsair Performance Pro,119.1 GB,"3,434",4959,19.08,$179.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Performance%20Pro&id=1068,NA,NA,NA,NA
149,834,Corsair Performance3 SSD,119.2 GB,"2,365",6869,11.54,$204.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Performance3%20SSD&id=1069,328 MBytes/Sec,193 MBytes/Sec,147 MBytes/Sec,19 MBytes/Sec
150,863,Crucial CT1000BX100SSD1,931.5 GB,"4,303",3475,5.08,$846.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT1000BX100SSD1&id=9081,492 MBytes/Sec,404 MBytes/Sec,315 MBytes/Sec,28 MBytes/Sec
151,864,Crucial CT1024M550SSD1,953.9 GB,"4,206",3604,9.16,$458.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT1024M550SSD1&id=7077,498 MBytes/Sec,400 MBytes/Sec,266 MBytes/Sec,33 MBytes/Sec
152,866,Crucial CT1050MX300SSD1,978.1 GB,"4,391",3377,23.01,$190.84,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT1050MX300SSD1&id=12629,420 MBytes/Sec,408 MBytes/Sec,396 MBytes/Sec,33 MBytes/Sec
153,867,Crucial CT1050MX300SSD4,978.1 GB,"5,278",2961,17.59,$299.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT1050MX300SSD4&id=12948,550 MBytes/Sec,537 MBytes/Sec,432 MBytes/Sec,41 MBytes/Sec
154,868,Crucial CT120BX100SSD1,111.8 GB,"2,239",7012,17.41,$128.60*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120BX100SSD1&id=9130,NA,NA,NA,NA
155,869,Crucial CT120M500SSD1,111.8 GB,"2,477",6713,33.03,$75.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120M500SSD1&id=4687,416 MBytes/Sec,121 MBytes/Sec,144 MBytes/Sec,24 MBytes/Sec
156,870,Crucial CT120M500SSD3,111.8 GB,"2,490",6695,11.67,$213.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120M500SSD3&id=5648,403 MBytes/Sec,127 MBytes/Sec,152 MBytes/Sec,25 MBytes/Sec
157,871,Crucial CT120M500SSD4,111.8 GB,"2,671",6420,22.45,$119.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120M500SSD4&id=8675,NA,NA,NA,NA
158,873,Crucial CT128M550SSD1,119.2 GB,"3,248",5363,81.21,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128M550SSD1&id=7243,423 MBytes/Sec,289 MBytes/Sec,188 MBytes/Sec,32 MBytes/Sec
159,874,Crucial CT128M550SSD3,119.2 GB,"3,771",4313,13.57,$277.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128M550SSD3&id=7336,500 MBytes/Sec,323 MBytes/Sec,224 MBytes/Sec,29 MBytes/Sec
160,875,Crucial CT128M550SSD4,119.2 GB,"3,262",5328,14.07,$231.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128M550SSD4&id=7324,NA,NA,NA,NA
161,877,Crucial CT128MX100SSD1,119.2 GB,"2,901",6033,19.09,$151.96*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128MX100SSD1&id=7639,461 MBytes/Sec,170 MBytes/Sec,160 MBytes/Sec,32 MBytes/Sec
162,878,Crucial CT2050MX300SSD1,1.9 TB,"3,980",3944,19.9,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT2050MX300SSD1&id=12987,432 MBytes/Sec,438 MBytes/Sec,219 MBytes/Sec,36 MBytes/Sec
163,879,Crucial CT240M500SSD1,223.6 GB,"3,126",5608,16.45,$190.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT240M500SSD1&id=4861,430 MBytes/Sec,215 MBytes/Sec,220 MBytes/Sec,27 MBytes/Sec
164,880,Crucial CT240M500SSD3,223.6 GB,"2,998",5845,29.99,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT240M500SSD3&id=5695,441 MBytes/Sec,208 MBytes/Sec,192 MBytes/Sec,22 MBytes/Sec
165,881,Crucial CT240M500SSD4,223.6 GB,"3,574",4688,17.35,$205.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT240M500SSD4&id=7742,469 MBytes/Sec,268 MBytes/Sec,274 MBytes/Sec,23 MBytes/Sec
166,884,Crucial CT250MX200SSD1,232.9 GB,"3,826",4218,40.28,$94.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT250MX200SSD1&id=9099,452 MBytes/Sec,350 MBytes/Sec,258 MBytes/Sec,33 MBytes/Sec
167,885,Crucial CT250MX200SSD4,232.9 GB,"4,149",3670,22.19,$186.97*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT250MX200SSD4&id=9190,527 MBytes/Sec,357 MBytes/Sec,258 MBytes/Sec,36 MBytes/Sec
168,887,Crucial CT256M225,238.5 GB,"1,162",7954,6.54,$177.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256M225&id=668,NA,NA,NA,NA
169,888,Crucial CT256M550SSD1,238.5 GB,"3,430",4968,18.83,$182.19*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256M550SSD1&id=7131,397 MBytes/Sec,325 MBytes/Sec,216 MBytes/Sec,33 MBytes/Sec
170,889,Crucial CT256M550SSD3,238.5 GB,"3,671",4499,10.26,$357.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256M550SSD3&id=7292,456 MBytes/Sec,368 MBytes/Sec,247 MBytes/Sec,28 MBytes/Sec
171,890,Crucial CT256M550SSD4,238.5 GB,"4,012",3880,23.91,$167.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256M550SSD4&id=7781,NA,NA,NA,NA
172,891,Crucial CT256MX100SSD1,238.5 GB,"3,305",5227,33.05,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256MX100SSD1&id=7532,447 MBytes/Sec,266 MBytes/Sec,193 MBytes/Sec,33 MBytes/Sec
173,892,Crucial CT275MX300SSD1,256.2 GB,"3,722",4409,24.81,$150.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT275MX300SSD1&id=12488,417 MBytes/Sec,321 MBytes/Sec,298 MBytes/Sec,30 MBytes/Sec
174,893,Crucial CT275MX300SSD4,256.2 GB,"4,145",3678,41.45,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT275MX300SSD4&id=12530,442 MBytes/Sec,356 MBytes/Sec,338 MBytes/Sec,33 MBytes/Sec
175,894,Crucial CT480M500SSD1,447.1 GB,"3,809",4245,47.88,$79.55,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT480M500SSD1&id=4877,454 MBytes/Sec,303 MBytes/Sec,297 MBytes/Sec,29 MBytes/Sec
176,895,Crucial CT480M500SSD3,447.1 GB,"3,423",4982,7.02,$487.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT480M500SSD3&id=6328,408 MBytes/Sec,281 MBytes/Sec,285 MBytes/Sec,23 MBytes/Sec
177,896,Crucial CT480M500SSD4,447.1 GB,"3,958",3983,15.31,$258.48*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT480M500SSD4&id=7237,NA,NA,NA,NA
178,897,Crucial CT500BX100SSD1,465.8 GB,"4,170",3654,104.27,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500BX100SSD1&id=9070,474 MBytes/Sec,364 MBytes/Sec,311 MBytes/Sec,33 MBytes/Sec
179,898,Crucial CT500MX200SSD1,465.8 GB,"3,345",5142,17.16,$194.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD1&id=9236,427 MBytes/Sec,289 MBytes/Sec,209 MBytes/Sec,31 MBytes/Sec
180,899,Crucial CT500MX200SSD3,465.8 GB,"3,865",4142,9.76,$396.19*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD3&id=9587,NA,NA,NA,NA
181,900,Crucial CT500MX200SSD4,465.8 GB,"4,979",3021,7.44,$669.40*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD4&id=9109,534 MBytes/Sec,477 MBytes/Sec,377 MBytes/Sec,39 MBytes/Sec
182,901,Crucial CT500MX200SSD6,465.8 GB,"4,302",3476,14.45,$297.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD6&id=9622,NA,NA,NA,NA
183,902,Crucial CT512M550SSD1,476.9 GB,"3,750",4357,18.75,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512M550SSD1&id=7175,445 MBytes/Sec,363 MBytes/Sec,230 MBytes/Sec,32 MBytes/Sec
184,903,Crucial CT512M550SSD3,476.9 GB,"3,255",5345,7.8,$417.47*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512M550SSD3&id=7219,NA,NA,NA,NA
185,904,Crucial CT512M550SSD4,476.9 GB,"3,687",4473,13.27,$277.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512M550SSD4&id=7542,NA,NA,NA,NA
186,905,Crucial CT512MX100SSD1,476.9 GB,"3,823",4222,26.55,$144.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512MX100SSD1&id=7575,468 MBytes/Sec,358 MBytes/Sec,225 MBytes/Sec,33 MBytes/Sec
187,908,Crucial CT525MX300SSD1,489 GB,"4,097",3756,25.61,$159.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT525MX300SSD1&id=12503,419 MBytes/Sec,368 MBytes/Sec,350 MBytes/Sec,31 MBytes/Sec
188,909,Crucial CT525MX300SSD4,489 GB,"4,337",3431,17.35,$249.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT525MX300SSD4&id=12849,444 MBytes/Sec,397 MBytes/Sec,365 MBytes/Sec,34 MBytes/Sec
189,912,Crucial CT750MX300SSD1,698.6 GB,"4,100",3749,25.63,$159.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT750MX300SSD1&id=12307,420 MBytes/Sec,386 MBytes/Sec,332 MBytes/Sec,30 MBytes/Sec
190,914,Crucial CT960M500SSD1,894.3 GB,"3,888",4101,59.91,$64.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT960M500SSD1&id=5386,466 MBytes/Sec,345 MBytes/Sec,289 MBytes/Sec,28 MBytes/Sec
191,924,Crucial M4-CT128M4SSD1,114.5 GB,"2,290",6960,19.91,$114.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20M4-CT128M4SSD1&id=1366,390 MBytes/Sec,167 MBytes/Sec,83 MBytes/Sec,14 MBytes/Sec
192,925,Crucial M4-CT128M4SSD2,119.2 GB,"2,220",7038,21.14,$104.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20M4-CT128M4SSD2&id=178,363 MBytes/Sec,166 MBytes/Sec,85 MBytes/Sec,14 MBytes/Sec
193,926,Crucial M4-CT128M4SSD3,119.2 GB,"2,166",7102,19.69,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20M4-CT128M4SSD3&id=610,359 MBytes/Sec,164 MBytes/Sec,75 MBytes/Sec,13 MBytes/Sec
194,927,Crucial MX500 1TB M.2,931.5 GB,"4,893",3046,16.37,$299.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20MX500%201TB%20M.2&id=15786,516 MBytes/Sec,448 MBytes/Sec,382 MBytes/Sec,48 MBytes/Sec
195,928,Crucial MX500 500GB CT500MX500SSD4,465.8 GB,"4,835",3064,27.01,$179.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20MX500%20500GB%20CT500MX500SSD4&id=15814,514 MBytes/Sec,444 MBytes/Sec,367 MBytes/Sec,48 MBytes/Sec
196,929,Crucial P3 500GB,465.8 GB,"18,767",1249,695.32,$26.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P3%20500GB&id=31642,"2,992 MBytes/Sec","1,545 MBytes/Sec","1,040 MBytes/Sec",73 MBytes/Sec
197,930,Crucial P3 Plus 500GB,465.8 GB,"20,820",1043,771.38,$26.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P3%20Plus%20500GB&id=31677,"3,638 MBytes/Sec","1,583 MBytes/Sec","1,089 MBytes/Sec",80 MBytes/Sec
198,931,Crucial P5 Plus 1TB,931.5 GB,"37,733",243,628.98,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P5%20Plus%201TB&id=29038,"4,493 MBytes/Sec","3,526 MBytes/Sec","3,108 MBytes/Sec",89 MBytes/Sec
199,932,Crucial P5 Plus 500GB,465.8 GB,"33,757",352,785.24,$42.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P5%20Plus%20500GB&id=29184,"4,156 MBytes/Sec","3,114 MBytes/Sec","2,444 MBytes/Sec",87 MBytes/Sec
200,933,Crucial T700 2TB,1.8 TB,"72,870",2,308.41,$236.28,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20T700%202TB&id=34572,"9,458 MBytes/Sec","9,603 MBytes/Sec","4,946 MBytes/Sec",133 MBytes/Sec
201,939,Cruicial CT250BX100SSD1,232.9 GB,"3,799",4266,39.99,$94.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Cruicial%20CT250BX100SSD1&id=8998,467 MBytes/Sec,308 MBytes/Sec,273 MBytes/Sec,33 MBytes/Sec
202,941,CS900 SSD,111.8 GB,"2,260",6989,94.21,$23.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CS900%20SSD&id=28994,349 MBytes/Sec,156 MBytes/Sec,131 MBytes/Sec,22 MBytes/Sec
203,943,CSSD-F115GB2-A,107 GB,"1,575",7570,14.32,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CSSD-F115GB2-A&id=1072,NA,NA,NA,NA
204,959,CSSD-V60GB2,55.9 GB,"1,009",8128,8.17,$123.48*,https://www.harddrivebenchmark.net/hdd.php?hdd=CSSD-V60GB2&id=820,NA,NA,NA,NA
205,963,CT1000BX500SSD1,931.5 GB,"3,198",5446,76.16,$41.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000BX500SSD1&id=24902,458 MBytes/Sec,333 MBytes/Sec,116 MBytes/Sec,17 MBytes/Sec
206,965,CT1000MX500SSD1,931.5 GB,"4,815",3074,104.69,$45.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000MX500SSD1&id=15177,510 MBytes/Sec,457 MBytes/Sec,371 MBytes/Sec,45 MBytes/Sec
207,966,CT1000P1SSD8,931.5 GB,"12,858",2062,108.05,$119.00,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P1SSD8&id=16895,"1,898 MBytes/Sec","1,266 MBytes/Sec",424 MBytes/Sec,75 MBytes/Sec
208,967,CT1000P2SSD8,931.5 GB,"14,931",1717,248.89,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P2SSD8&id=27075,"1,600 MBytes/Sec","1,505 MBytes/Sec","1,116 MBytes/Sec",66 MBytes/Sec
209,968,CT1000P3PSSD8,931.5 GB,"24,204",691,537.98,$44.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P3PSSD8&id=31684,"3,056 MBytes/Sec","2,719 MBytes/Sec","1,739 MBytes/Sec",85 MBytes/Sec
210,969,CT1000P3SSD8,931.5 GB,"20,384",1087,339.79,$59.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P3SSD8&id=31552,"2,287 MBytes/Sec","2,389 MBytes/Sec","1,533 MBytes/Sec",79 MBytes/Sec
211,970,CT1000P5SSD8,931.5 GB,"25,449",616,299.26,$85.04,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P5SSD8&id=26467,"2,797 MBytes/Sec","2,385 MBytes/Sec","1,997 MBytes/Sec",66 MBytes/Sec
212,971,CT1000T700SSD3,931.5 GB,"60,320",11,377.02,$159.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000T700SSD3&id=34698,"8,981 MBytes/Sec","7,126 MBytes/Sec","3,777 MBytes/Sec",135 MBytes/Sec
213,974,CT120BX100SSD1,111.8 GB,"3,128",5606,34.76,$89.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT120BX100SSD1&id=9292,479 MBytes/Sec,178 MBytes/Sec,202 MBytes/Sec,32 MBytes/Sec
214,976,CT120BX300SSD1,111.8 GB,"4,086",3773,51.73,$78.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT120BX300SSD1&id=14733,488 MBytes/Sec,356 MBytes/Sec,273 MBytes/Sec,40 MBytes/Sec
215,978,CT120BX500SSD1,111.8 GB,"2,937",5965,195.91,$14.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT120BX500SSD1&id=16540,424 MBytes/Sec,273 MBytes/Sec,120 MBytes/Sec,21 MBytes/Sec
