,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
1177,G Skill Intl F3-1600C11-8GSQ 8GB,29,12.4,9.1,NA
1178,G Skill Intl F3-1600C7-8GTX 8GB,38,15.1,9.2,NA
1179,G Skill Intl F3-1600C8-4GAB 4GB,37,15.5,10.1,NA
1180,G Skill Intl F3-1600C9-4GAB 4GB,39,13.9,8.5,NA
1181,G Skill Intl F3-1600C9-4GAO 4GB,39,14.3,9.0,NA
1182,G Skill Intl F3-1600C9-4GRSL 4GB,26,12.9,8.6,NA
1183,G Skill Intl F3-1600C9-4GSL 4GB,24,14.5,9.7,NA
1184,G Skill Intl F3-1600C9-8GAB 8GB,26,14.1,8.6,NA
1185,G Skill Intl F3-1600C9-8GAR 8GB,41,13.5,8.4,NA
1186,G Skill Intl F3-1600C9-8GRSL 8GB,44,13.2,8.9,NA
1187,G Skill Intl F3-1600C9-8GSR 8GB,38,15.0,9.4,NA
1188,G Skill Intl F3-1600C9-8GXLL 8GB,37,13.9,9.2,NA
1189,G Skill Intl F3-1600C9-8GXM 8GB,41,14.5,8.9,NA
1190,G Skill Intl F3-17000C11-8GBZLD 8GB,26,13.3,11.1,NA
1191,G Skill Intl F3-17000CL11-4GBSR 4GB,33,16.1,10.1,NA
1192,G Skill Intl F3-17000CL11-4GBXL 4GB,36,15.9,10.6,NA
1193,G Skill Intl F3-17000CL11-4GBZL 4GB,36,14.4,11.1,NA
1194,G Skill Intl F3-17000CL7-2GBXHD 2GB,52,7.2,5.9,NA
1195,G Skill Intl F3-17000CL9-2GBXL 2GB,19,16.8,12.2,NA
1196,G Skill Intl F3-17000CL9-2GBZH 2GB,36,12.4,10.5,NA
1197,G Skill Intl F3-17000CL9-4GBSR 4GB,32,16.9,12.0,NA
1198,G Skill Intl F3-17000CL9-4GBXLD 4GB,27,17.1,11.1,NA
1199,G Skill Intl F3-17000CL9-4GBXM 4GB,33,17.2,11.3,NA
1200,G Skill Intl F3-17000CL9-4GBZH 4GB,35,15.2,11.5,NA
1201,G Skill Intl F3-17066CL8-2GBPS 2GB,19,17.8,11.9,NA
1202,G Skill Intl F3-17066CL9-2GBTDS 2GB,65,4.3,5.0,NA
1203,G Skill Intl F3-17600CL7-2GBPIS 2GB,19,18.6,10.8,NA
1204,G Skill Intl F3-17600CL7-2GBXHD 2GB,29,12.1,8.0,NA
1205,G Skill Intl F3-17600CL9-2GBXLD 2GB,19,18.4,13.3,NA
1206,G Skill Intl F3-17600CL9-2GBXMD 2GB,19,16.2,12.0,NA
1207,G Skill Intl F3-1866C10-4GRSL 4GB,26,12.7,9.2,NA
1208,G Skill Intl F3-1866C10-8GAB 8GB,39,14.8,9.7,NA
1209,G Skill Intl F3-1866C10-8GRSL 8GB,26,13.7,9.4,NA
1210,G Skill Intl F3-1866C10-8GSR 8GB,37,14.9,9.4,NA
1211,G Skill Intl F3-1866C10-8GXL 8GB,25,14.7,10.2,NA
1212,G Skill Intl F3-1866C10-8GZM 8GB,38,14.3,10.2,NA
1213,G Skill Intl F3-1866C11-4GRSL 4GB,24,14.7,9.7,NA
1214,G Skill Intl F3-1866C11-8GRSL 8GB,40,13.7,9.7,NA
1215,G Skill Intl F3-1866C8-8GTX 8GB,31,16.8,10.8,NA
1216,G Skill Intl F3-1866C9-4GAB 4GB,36,14.5,10.5,NA
1217,G Skill Intl F3-1866C9-8GSR 8GB,37,15.6,9.9,NA
1218,G Skill Intl F3-1866C9-8GXM 8GB,38,15.0,9.9,NA
1219,G Skill Intl F3-1866C9-8GZH 8GB,32,17.5,11.1,NA
1220,G Skill Intl F3-19200C10-8GBZHD 8GB,35,15.8,11.2,NA
1221,G Skill Intl F3-19200C11-4GBXLD 4GB,33,15.3,11.6,NA
1222,G Skill Intl F3-19200C11-4GBZHD 4GB,32,14.8,11.8,NA
1223,G Skill Intl F3-19200CL9-4GBZMD 4GB,18,18.9,14.3,NA
1224,G Skill Intl F3-2133C10-4GAB 4GB,24,14.8,10.1,NA
1225,G Skill Intl F3-2133C10-4GSR 4GB,37,14.4,9.8,NA
1226,G Skill Intl F3-2133C10-4GXM 4GB,32,15.3,10.2,NA
1227,G Skill Intl F3-2133C10-4GZL 4GB,23,14.3,12.0,NA
1228,G Skill Intl F3-2133C10-4GZM 4GB,22,13.9,11.6,NA
1229,G Skill Intl F3-2133C10-8GAB 8GB,38,15.5,10.0,NA
1230,G Skill Intl F3-2133C10-8GSR 8GB,37,15.3,9.9,NA
1231,G Skill Intl F3-2133C10-8GXM 8GB,48,14.4,9.6,NA
1232,G Skill Intl F3-2133C10-8GZM 8GB,34,14.4,11.6,NA
1233,G Skill Intl F3-2133C11-4GAO 4GB,34,15.8,10.0,NA
1234,G Skill Intl F3-2133C11-4GRSL 4GB,22,13.4,10.5,NA
1235,G Skill Intl F3-2133C11-8GAR 8GB,34,14.4,9.9,NA
1236,G Skill Intl F3-2133C11-8GRSL 8GB,33,15.5,11.1,NA
1237,G Skill Intl F3-2133C11-8GXL 8GB,37,15.8,10.6,NA
1238,G Skill Intl F3-2133C11-8GZL 8GB,37,14.9,10.4,NA
1239,G Skill Intl F3-2133C9-4GAB 4GB,35,16.4,11.1,NA
1240,G Skill Intl F3-2133C9-4GXL 4GB,35,15.9,10.4,NA
1241,G Skill Intl F3-2133C9-4GZH 4GB,23,14.6,11.0,NA
1242,G Skill Intl F3-2133C9-8GBXH 8GB,33,16.1,10.4,NA
1243,G Skill Intl F3-2133C9-8GBZH 8GB,30,14.8,11.8,NA
1244,G Skill Intl F3-2133C9-8GTX 8GB,35,16.2,10.8,NA
1245,G Skill Intl F3-2133C9-8GXH 8GB,35,15.9,10.7,NA
1246,G Skill Intl F3-2133C9-8GZH 8GB,40,13.4,10.5,NA
1247,G Skill Intl F3-2400C10-4GTD 4GB,28,19.1,13.2,NA
1248,G Skill Intl F3-2400C10-4GTX 4GB,34,17.0,11.2,NA
1249,G Skill Intl F3-2400C10-4GZH 4GB,35,15.2,10.9,NA
1250,G Skill Intl F3-2400C10-8GTX 8GB,35,16.6,11.4,NA
1251,G Skill Intl F3-2400C11-4GAB 4GB,29,18.5,10.8,NA
1252,G Skill Intl F3-2400C11-4GSR 4GB,32,16.6,11.2,NA
1253,G Skill Intl F3-2400C11-4GXM 4GB,34,16.9,11.0,NA
1254,G Skill Intl F3-2400C11-8-SR 8GB,70,5.8,4.5,NA
1255,G Skill Intl F3-2400C11-8GAB 8GB,36,16.3,10.9,NA
1256,G Skill Intl F3-2400C11-8GSR 8GB,34,17.0,11.5,NA
1257,G Skill Intl F3-2400C11-8GXM 8GB,34,16.9,11.5,NA
1258,G Skill Intl F3-2400C11-8GZM 8GB,34,15.2,10.6,NA
1259,G Skill Intl F3-2400C9-4GTXD 4GB,30,16.9,11.9,NA
1260,G Skill Intl F3-2600C10-4GTXD 4GB,33,16.1,10.6,$219.99*
1261,G Skill Intl F3-2666C10-4GTXD 4GB,19,18.0,12.8,NA
1262,G Skill Intl F3-2666C11-4GTXD 4GB,28,18.0,11.9,NA
1263,G Skill Intl F3-2666C11-4GZHD 4GB,20,17.7,10.4,NA
1264,G Skill Intl F3-2666C11-8GTXD 8GB,30,17.5,12.1,NA
1265,G Skill Intl F3-2666C12-8GTXD 8GB,29,19.0,12.7,NA
1266,G Skill Intl F3-2800C11-4GTXDG 4GB,24,14.5,9.1,NA
1267,G Skill Intl F3-2800C12-4GTXDG 4GB,22,16.4,10.6,NA
1268,G Skill Intl F3-2800C12-8GTXDG 8GB,21,17.4,12.2,NA
1269,G Skill Intl F3-2933C12-4GTXDG 4GB,20,17.8,9.8,NA
1270,G Skill Intl F3-8500CL7-4GBRL 4GB,40,13.0,7.5,$29.99*
1271,G Skill Intl F3-8500CL7-4GBSQ 4GB,30,8.7,5.3,$21.99
1272,G Skill Intl FA-10666CL9-4GBSQ 4GB,28,11.6,8.5,NA
1273,G Skill Intl FA-8500CL7-4GBSQ 4GB,30,10.4,6.7,NA
1274,Gloway International (HK) CL11-11-11 D3-1600 8GB,35,9.5,7.8,NA
1275,Gloway International (HK) GAMER 8GB,30,11.1,8.2,NA
1276,Gloway International (HK) STK3U1600C11081C 8GB,26,15.0,9.7,NA
1277,Gloway International (HK) WAR1600CL11DHB8GB 8GB,22,14.8,10.9,NA
1278,Gloway International (HK) WAR1600CL11SHB4GB 4GB,71,6.2,4.4,NA
1279,Gloway International (HK) WAR1600CL11SHB8GB 8GB,27,11.9,9.1,NA
1280,Gloway International (HK) WAR3U1600C11041C 4GB,37,7.7,7.9,NA
1281,Gloway International Co. Ltd. IMT451U6MFR8C-PB0 4GB,28,10.8,6.6,NA
1282,Gold Key Technology Co Ltd GKH800UD51208-1600 8GB,41,14.6,9.9,NA
1283,Golden Empire CL10-10-10 D3-1600 8GB,39,14.1,9.5,NA
1284,Golden Empire CL10-10-10 D3-1866 4GB,35,12.4,10.3,NA
1285,Golden Empire CL10-11-11 D3-2133 4GB,31,17.0,11.7,NA
1286,Golden Empire CL10-11-11 D3-2400 4GB,21,14.1,10.8,NA
1287,Golden Empire CL10-12-12 D3-2400 4GB,21,17.1,12.6,NA
1288,Golden Empire CL11-11-11 D3-1600 4GB,40,14.4,9.0,NA
1289,Golden Empire CL11-11-11 D3-2133 4GB,33,16.1,10.5,NA
1290,Golden Empire CL11-11-11 D3-2400 4GB,31,15.3,12.2,NA
1291,Golden Empire CL11-12-12 D3-2400 4GB,34,13.5,11.0,NA
1292,Golden Empire CL11-13-13 D3-2400 4GB,34,16.4,10.3,NA
1293,Golden Empire CL11-13-13 D3-2666 4GB,22,16.1,10.0,NA
1294,Golden Empire CL12-14-14 D3-3000 4GB,21,16.6,11.1,NA
1295,Golden Empire CL7-7-7 2GB,29,12.6,8.9,NA
1296,Golden Empire CL7-7-7 D3-1066 4GB,36,9.5,5.6,NA
1297,Golden Empire CL7-7-7 DDR3-1066 2GB,33,9.7,6.5,NA
1298,Golden Empire CL7-7-7 DDR3-1333 2GB,23,14.6,8.8,NA
1299,Golden Empire CL7-7-7 DDR3-1600 2GB,22,15.6,9.6,NA
1300,Golden Empire CL8-8-8 DDR3-1600 2GB,22,14.6,9.9,NA
1301,Golden Empire CL9-10-9 512MB,56,7.1,5.2,NA
1302,Golden Empire CL9-10-9 D3-1866 8GB,34,15.8,9.7,NA
1303,Golden Empire CL9-10-9 D3-2133 4GB,20,19.5,12.8,NA
1304,Golden Empire CL9-10-9 DDR3-1866 4GB,22,15.0,10.3,NA
1305,Golden Empire CL9-10-9DDR3-2200 2GB,21,16.7,12.8,NA
1306,Golden Empire CL9-11-9 D3-2133 4GB,19,18.7,13.5,NA
1307,Golden Empire CL9-9-9 2GB,19,16.3,14.3,NA
1308,Golden Empire CL9-9-9 D3 1600 4GB,27,13.2,8.6,NA
1309,Golden Empire CL9-9-9 D3-1333 8GB,42,13.2,8.6,NA
1310,Golden Empire CL9-9-9 D3-1600 8GB,39,14.0,9.2,NA
1311,Golden Empire CL9-9-9 DDR3 1600 4GB,34,14.0,9.4,NA
1312,Golden Empire CL9-9-9 DDR3-1333 4GB,36,13.8,8.6,NA
1313,Golden Empire CL9-9-9 DDR3-1500 4GB,24,15.3,8.7,NA
1314,Golden Empire CL9-9-9 DDR3-1600 4GB,41,12.2,8.7,NA
1315,Golden Empire CL9-9-9 DDR3-1750 4GB,27,7.9,6.9,NA
1316,Golden Empire CL9-9-9 DDR3-2000 2GB,56,7.6,6.0,NA
1317,Golden Empire CL9.9-9 D3-1600 8GB,37,14.0,9.5,NA
1318,Gowe Technology Co. Ltd. GMT16G4CL116P-PBC 16GB,26,11.1,5.4,NA
1319,Gowe Technology Co. Ltd. GMT8G04UCL116P-PBC 8GB,72,5.8,3.9,NA
1320,Guangzhou Zhong Hao Tian Electronic ZFWY8G1866PC 8GB,25,14.9,10.9,NA
1321,Heoriady 16KTF1G64HZ-1G6E1 8GB,29,12.3,9.1,$26.00*
1322,Heoriady 9905403-02X.A00LF 8GB,68,6.1,4.2,NA
1323,Heoriady M378B5273DH0-CK0 4GB,26,15.3,9.7,NA
1324,High Bridge Solutions Industri HB3SU004GGM8EML16 4GB,26,14.1,8.5,NA
1325,Hoodisk Electronics Co Ltd GKH800UD51208-1600 8GB,26,13.3,9.5,NA
1326,Hynix Semiconductor (Hyundai Electronics) DMT351E6CFR8C-H9 4GB,31,9.8,7.3,NA
1327,Hynix Semiconductor (Hyundai Electronics) DMT351E6EFR8C-H9 4GB,71,5.4,3.3,NA
1328,Hynix Semiconductor (Hyundai Electronics) DMT351U6,24,10.6,5.2,NA
1329,Hynix Semiconductor (Hyundai Electronics) DMT351U6BFR8C-H9 4GB,23,14.2,9.3,NA
1330,Hynix Semiconductor (Hyundai Electronics) DMT451E6AFR8C-H9 4GB,27,12.9,6.9,NA
1331,Hynix Semiconductor (Hyundai Electronics) DMT451E6AFR8C-PB 4GB,30,13.0,7.6,NA
1332,Hynix Semiconductor (Hyundai Electronics) DMT451E6BFR8C-PB 4GB,26,12.8,7.1,NA
1333,Hynix Semiconductor (Hyundai Electronics) DMT451E6MFR8C-H9 4GB,63,6.6,3.5,NA
1334,Hynix Semiconductor (Hyundai Electronics) HMT112S6BFR6C-H9 1GB,29,8.6,7.7,NA
1335,Hynix Semiconductor (Hyundai Electronics) HMT112U6TFR8C-H9 1GB,71,6.1,4.8,NA
1336,Hynix Semiconductor (Hyundai Electronics) HMT112U7TFR8C-H9 1GB,72,6.2,4.4,NA
1337,Hynix Semiconductor (Hyundai Electronics) HMT125S6,29,10.8,7.9,NA
1338,Hynix Semiconductor (Hyundai Electronics) HMT125S6AFP8C-G7 2GB,28,10.9,7.1,NA
1339,Hynix Semiconductor (Hyundai Electronics) HMT125S6BFR8C-H9 2GB,28,10.5,8.4,NA
1340,Hynix Semiconductor (Hyundai Electronics) HMT125S6TFR8C-G7 2GB,29,8.9,5.3,NA
1341,Hynix Semiconductor (Hyundai Electronics) HMT125U6,27,10.9,8.0,NA
1342,Hynix Semiconductor (Hyundai Electronics) HMT125U6BFR8C-G7 2GB,25,16.1,9.2,NA
1343,Hynix Semiconductor (Hyundai Electronics) HMT125U6TFR8C-H9 2GB,28,12.4,7.3,NA
1344,Hynix Semiconductor (Hyundai Electronics) HMT125U7,26,14.0,8.4,NA
1345,Hynix Semiconductor (Hyundai Electronics) HMT151R7BFR4C-H9 4GB,28,10.7,9.1,NA
1346,Hynix Semiconductor (Hyundai Electronics) HMT151R7TFR4C-H9 4GB,31,6.4,9.4,NA
1347,Hynix Semiconductor (Hyundai Electronics) HMT31GR7,35,8.5,8.0,NA
1348,Hynix Semiconductor (Hyundai Electronics) HMT31GR7AFR4A-H9 8GB,33,10.6,8.9,NA
1349,Hynix Semiconductor (Hyundai Electronics) HMT31GR7AFR4C-H9 8GB,34,8.6,5.8,NA
1350,Hynix Semiconductor (Hyundai Electronics) HMT31GR7AMP4C-G7 8GB,36,10.4,8.4,NA
1351,Hynix Semiconductor (Hyundai Electronics) HMT31GR7BFR4A-H9 8GB,38,8.6,7.7,NA
1352,Hynix Semiconductor (Hyundai Electronics) HMT31GR7BFR4C-H9 8GB,34,9.6,7.6,NA
1353,Hynix Semiconductor (Hyundai Electronics) HMT31GR7BFR4C-PB 8GB,43,9.5,7.6,NA
1354,Hynix Semiconductor (Hyundai Electronics) HMT31GR7CFR4A-PB 8GB,34,10.1,9.3,NA
1355,Hynix Semiconductor (Hyundai Electronics) HMT31GR7CFR4C-PB 8GB,36,9.0,8.0,NA
1356,Hynix Semiconductor (Hyundai Electronics) HMT325R7BFR8A-H9 2GB,31,12.4,7.7,NA
1357,Hynix Semiconductor (Hyundai Electronics) HMT325S6,28,10.6,7.2,$99.00*
1358,Hynix Semiconductor (Hyundai Electronics) HMT325S6CFR8A-PB 2GB,27,13.6,8.3,NA
1359,Hynix Semiconductor (Hyundai Electronics) HMT325S6CFR8C-H9 2GB,27,10.7,7.4,NA
1360,Hynix Semiconductor (Hyundai Electronics) HMT325S6CFR8C-PB 2GB,30,11.4,7.9,NA
1361,Hynix Semiconductor (Hyundai Electronics) HMT325S6EFR8A-PB 2GB,26,13.4,8.5,NA
1362,Hynix Semiconductor (Hyundai Electronics) HMT325U6,26,12.4,7.4,NA
1363,Hynix Semiconductor (Hyundai Electronics) HMT325U6BFR8C-H9 2GB,26,12.3,7.4,NA
1364,Hynix Semiconductor (Hyundai Electronics) HMT325U6CFR8C-PB 2GB,32,11.6,8.6,NA
1365,Hynix Semiconductor (Hyundai Electronics) HMT325U6CFR8C-TE 2GB,73,7.1,5.1,NA
1366,Hynix Semiconductor (Hyundai Electronics) HMT325U6EFR8C-PB 2GB,32,12.4,8.9,NA
1367,Hynix Semiconductor (Hyundai Electronics) HMT325U7CFR8C-H9 2GB,25,12.5,7.5,NA
1368,Hynix Semiconductor (Hyundai Electronics) HMT325U7EFR8C-RD 2GB,25,12.6,7.8,NA
1369,Hynix Semiconductor (Hyundai Electronics) HMT35151BFR8C-H9 4GB,28,7.9,4.4,NA
1370,Hynix Semiconductor (Hyundai Electronics) HMT351R7CFR8C-PB 4GB,34,8.4,8.0,NA
1371,Hynix Semiconductor (Hyundai Electronics) HMT351R7EFR4A-H9 4GB,46,4.8,4.5,NA
1372,Hynix Semiconductor (Hyundai Electronics) HMT351S6,30,8.6,5.4,NA
1373,Hynix Semiconductor (Hyundai Electronics) HMT351S6CFR8A-H9 4GB,28,7.7,4.4,NA
1374,Hynix Semiconductor (Hyundai Electronics) HMT351S6CFR8A-PB 4GB,28,12.4,8.9,NA
1375,Hynix Semiconductor (Hyundai Electronics) HMT351S6CFR8C-H9 4GB,30,8.8,5.6,NA
1376,Hynix Semiconductor (Hyundai Electronics) HMT351S6CFR8C-PB 4GB,28,11.8,7.9,NA
1377,Hynix Semiconductor (Hyundai Electronics) HMT351S6EFR8A-PB 4GB,29,12.2,8.8,NA
1378,Hynix Semiconductor (Hyundai Electronics) HMT351S6EFR8C-PB 4GB,31,12.0,8.6,NA
1379,Hynix Semiconductor (Hyundai Electronics) HMT351U6,27,13.5,9.2,NA
1380,Hynix Semiconductor (Hyundai Electronics) HMT351U6AFR8C-H9 4GB,67,6.1,4.4,NA
1381,Hynix Semiconductor (Hyundai Electronics) HMT351U6BFR8C-H9 4GB,27,12.4,7.8,NA
1382,Hynix Semiconductor (Hyundai Electronics) HMT351U6CFR8C-H9 4GB,26,12.8,8.3,NA
1383,Hynix Semiconductor (Hyundai Electronics) HMT351U6EFR8C-PB 4GB,27,13.2,8.9,NA
1384,Hynix Semiconductor (Hyundai Electronics) HMT351U6EFR8C-PBA 8GB,28,13.3,9.4,NA
1385,Hynix Semiconductor (Hyundai Electronics) HMT351U6EFR8C-TE 4GB,82,6.7,4.1,NA
1386,Hynix Semiconductor (Hyundai Electronics) HMT351U7AFR8C-H9 4GB,25,10.5,8.7,NA
1387,Hynix Semiconductor (Hyundai Electronics) HMT351U7BFR8A-H9 4GB,33,11.2,7.3,NA
1388,Hynix Semiconductor (Hyundai Electronics) HMT351U7BFR8C-H9 4GB,67,6.2,5.2,NA
1389,Hynix Semiconductor (Hyundai Electronics) HMT351U7CFR8A-PB 4GB,26,11.7,8.3,NA
1390,Hynix Semiconductor (Hyundai Electronics) HMT351U7CFR8C-PB 4GB,26,13.8,10.1,NA
1391,Hynix Semiconductor (Hyundai Electronics) HMT351U7CFR8C-RD 4GB,86,6.5,4.7,NA
1392,Hynix Semiconductor (Hyundai Electronics) HMT351U7EFR8C-RD 4GB,52,8.9,6.7,NA
1393,Hynix Semiconductor (Hyundai Electronics) HMT41G1G1G1G1G1G1G 8GB,29,11.1,6.2,NA
1394,Hynix Semiconductor (Hyundai Electronics) HMT41GR7AFR4C-RD 8GB,29,9.0,6.7,NA
1395,Hynix Semiconductor (Hyundai Electronics) HMT41GR7AFR8C-RD 8GB,28,12.8,9.7,NA
1396,Hynix Semiconductor (Hyundai Electronics) HMT41GS6,29,12.0,8.0,NA
1397,Hynix Semiconductor (Hyundai Electronics) HMT41GS6AFR8A-PB 8GB,31,11.3,8.0,NA
1398,Hynix Semiconductor (Hyundai Electronics) HMT41GS6AFR8C-PB 8GB,29,11.9,7.5,NA
1399,Hynix Semiconductor (Hyundai Electronics) HMT41GS6BFBFA-PB 8GB,37,10.5,4.9,NA
1400,Hynix Semiconductor (Hyundai Electronics) HMT41GS6BFR8A-PB 8GB,31,11.2,7.6,NA
1401,Hynix Semiconductor (Hyundai Electronics) HMT41GS6BFR8A-RD 8GB,24,16.3,11.8,NA
1402,Hynix Semiconductor (Hyundai Electronics) HMT41GS6DFR8A-PB 8GB,30,10.4,5.8,NA
1403,Hynix Semiconductor (Hyundai Electronics) HMT41GS6MFR8A-PB 8GB,28,12.4,9.6,NA
1404,Hynix Semiconductor (Hyundai Electronics) HMT41GS6MFR8C-H9 8GB,29,12.0,8.1,NA
1405,Hynix Semiconductor (Hyundai Electronics) HMT41GU6,29,13.3,9.3,NA
1406,Hynix Semiconductor (Hyundai Electronics) HMT41GU6AFR8A-PB 8GB,29,12.1,7.8,NA
1407,Hynix Semiconductor (Hyundai Electronics) HMT41GU6AFR8C-PB 8GB,28,12.5,8.2,NA
1408,Hynix Semiconductor (Hyundai Electronics) HMT41GU6BFR8A-PB 8GB,29,13.1,8.5,NA
1409,Hynix Semiconductor (Hyundai Electronics) HMT41GU6BFR8C-PB 8GB,29,13.4,9.0,NA
1410,Hynix Semiconductor (Hyundai Electronics) HMT41GU6DFR8A-PB 8GB,26,13.0,8.3,NA
1411,Hynix Semiconductor (Hyundai Electronics) HMT41GU6MFR8C-H9 8GB,25,11.0,5.4,NA
1412,Hynix Semiconductor (Hyundai Electronics) HMT41GU7,25,16.2,10.2,NA
1413,Hynix Semiconductor (Hyundai Electronics) HMT41GU7AFR8A-PB 8GB,71,6.3,4.5,NA
1414,Hynix Semiconductor (Hyundai Electronics) HMT41GU7AFR8C-RD 8GB,30,11.2,8.7,NA
1415,Hynix Semiconductor (Hyundai Electronics) HMT41GU7MFR8A-H9 8GB,27,14.2,7.5,NA
1416,Hynix Semiconductor (Hyundai Electronics) HMT41GV7AFR8A-PB 8GB,38,7.4,6.9,NA
1417,Hynix Semiconductor (Hyundai Electronics) HMT41GV7BMR4A-H9 8GB,44,8.1,6.6,NA
1418,Hynix Semiconductor (Hyundai Electronics) HMT425S6AFR6A-PB 2GB,31,10.5,6.6,NA
1419,Hynix Semiconductor (Hyundai Electronics) HMT425S6CFR6A-PB 2GB,29,11.9,7.0,NA
1420,Hynix Semiconductor (Hyundai Electronics) HMT425U6AFR6C-PB 2GB,27,14.0,9.0,NA
1421,Hynix Semiconductor (Hyundai Electronics) HMT42GR7AFR4C-RD 16GB,42,8.1,7.1,NA
1422,Hynix Semiconductor (Hyundai Electronics) HMT42GR7MFR4A-H9 16GB,62,7.4,5.9,NA
1423,Hynix Semiconductor (Hyundai Electronics) HMT42GR7MFR4C-PB 16GB,40,8.5,8.7,NA
1424,Hynix Semiconductor (Hyundai Electronics) HMT451B6AFR8A-PB 4GB,27,11.3,7.3,NA
1425,Hynix Semiconductor (Hyundai Electronics) HMT451R7AFR8C-RD 4GB,36,10.0,8.1,NA
1426,Hynix Semiconductor (Hyundai Electronics) HMT451S6AFR8A-PB 4GB,31,11.6,7.7,NA
1427,Hynix Semiconductor (Hyundai Electronics) HMT451S6AFR8C-PB 4GB,27,11.5,6.7,NA
1428,Hynix Semiconductor (Hyundai Electronics) HMT451S6BFR8A-A- 4GB,29,9.3,4.3,NA
1429,Hynix Semiconductor (Hyundai Electronics) HMT451S6BFR8A-PB 4GB,32,11.5,7.4,NA
1430,Hynix Semiconductor (Hyundai Electronics) HMT451S6BFR8A-RD 4GB,25,14.7,10.1,NA
1431,Hynix Semiconductor (Hyundai Electronics) HMT451S6DFR8A-PB 4GB,27,10.3,4.8,NA
1432,Hynix Semiconductor (Hyundai Electronics) HMT451S6MFR8A-PB 4GB,30,11.0,7.1,NA
1433,Hynix Semiconductor (Hyundai Electronics) HMT451S6MFR8C-PB 4GB,28,10.7,6.1,NA
1434,Hynix Semiconductor (Hyundai Electronics) HMT451S6MFR8R8PB 4GB,27,9.3,4.6,NA
1435,Hynix Semiconductor (Hyundai Electronics) HMT451U6,25,14.3,8.6,NA
1436,Hynix Semiconductor (Hyundai Electronics) HMT451U6AFR8A-PB 4GB,29,12.2,6.9,NA
1437,Hynix Semiconductor (Hyundai Electronics) HMT451U6AFR8C-PB 4GB,27,13.3,8.1,NA
1438,Hynix Semiconductor (Hyundai Electronics) HMT451U6BFR8A-PB 4GB,28,12.7,7.3,NA
1439,Hynix Semiconductor (Hyundai Electronics) HMT451U6BFR8C-PB 4GB,27,13.8,8.3,NA
1440,Hynix Semiconductor (Hyundai Electronics) HMT451U6DFR8A-PB 4GB,104,5.5,4.0,NA
1441,Hynix Semiconductor (Hyundai Electronics) HMT451U7AFR8A-PB 4GB,29,12.0,8.4,NA
1442,Hynix Semiconductor (Hyundai Electronics) HMT451U7AFR8C-RD 4GB,26,13.6,9.2,NA
1443,Hynix Semiconductor (Hyundai Electronics) HMT4T4S6MFR8A-PB 4GB,48,5.5,4.6,NA
1444,Hynix Semiconductor (Hyundai Electronics) JICRBOOAN-8G1600PC 8GB,69,5.3,2.8,NA
1445,Hynix Semiconductor (Hyundai Electronics) M391B1G73AH0-YH9 8GB,26,14.1,8.1,$50.43*
1446,Hynix Semiconductor (Hyundai Electronics) MPPS8GBPC1600 8GB,32,12.2,8.9,NA
1447,Hynix Semiconductor (Hyundai Electronics) MPPU4GB13338Chips 4GB,24,15.5,8.8,NA
1448,Hynix Semiconductor (Hyundai Electronics) MPPU4GB16008Chips 4GB,24,16.6,10.4,NA
1449,Hynix Semiconductor (Hyundai Electronics) MPPU8GB1333DDP 8GB,27,13.3,7.9,NA
1450,Hynix Semiconductor (Hyundai Electronics) MPPU8GBPC1600 8GB,28,12.0,7.4,NA
1451,Hynix Semiconductor (Hyundai Electronics) OP 131100 11/14 2M 4GB,89,6.2,4.4,NA
1452,Hynix Semiconductor (Hyundai Electronics) QUM3U-8G1600C11 8GB,67,6.2,3.4,NA
1453,Hynix Semiconductor (Hyundai Electronics) R538G1601U2S-UGO 8GB,28,12.3,8.9,NA
1454,InnoDisk Corporation i-DIMM 4GB,35,13.9,9.6,NA
1455,INTENSO 5631152 4GB,24,9.7,5.3,NA
1456,INTENSO 5631160 8GB,25,11.1,5.5,NA
1457,INTENSO 5631162 8GB,85,4.7,3.2,NA
1458,Intersil HMT351S6EFR8A-PB 4GB,28,12.9,9.4,NA
1459,ISD Technology Limited 8GBH2X04JACC31-165 8GB,69,6.4,4.9,NA
1460,ISD Technology Limited IM34GU48C16-999HB 4GB,26,13.6,8.4,NA
1461,ISD Technology Limited IM34GU48C16-999HM 4GB,27,14.3,7.9,NA
1462,ISD Technology Limited IM34GU48C18-ABBHB 4GB,66,6.9,4.9,NA
1463,ISD Technology Limited IM34GU48Y29-CEEHM 4GB,18,19.4,11.2,NA
1464,ISD Technology Limited IM38GU48C16-999HB 8GB,25,15.3,9.7,NA
1465,ISD Technology Limited IMT41GU6MFR8C-P90 8GB,25,14.5,9.8,NA
1466,ISD Technology Limited IMT41GU6MFR8C-R90 8GB,24,9.7,5.3,NA
1467,ISD Technology Limited IMT41GU6MFR8C-RA0 8GB,26,13.0,7.6,NA
1468,ISD Technology Limited IMT41GU6MFR8W-TA2 8GB,26,15.0,10.6,NA
1469,ISD Technology Limited IMT41GU6MFR8Y-AB1 8GB,21,16.2,12.8,NA
1470,ISD Technology Limited IMT451U6MFR8C-P90 4GB,26,14.4,8.0,NA
1471,ISD Technology Limited IMT451U6MFR8C-R90 8GB,23,15.6,10.9,NA
