,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien
1212,AMD Turion Dual-Core RM-75,659,3773,30.65,$21.49*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+Dual-Core+RM-75&id=438
1214,AMD Turion II Dual-Core Mobile M520,843,3548,12.21,$69.10*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+II+Dual-Core+Mobile+M520&id=471
1216,AMD Turion II N530 Dual-Core,855,3537,28.51,$30.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+II+N530+Dual-Core&id=473
1223,AMD Turion II P540 Dual-Core,960,3442,19.21,$49.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+II+P540+Dual-Core&id=479
1225,AMD Turion II Ultra Dual-Core Mobile M600,955,3449,56.97,$16.76*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+II+Ultra+Dual-Core+Mobile+M600&id=481
1231,AMD Turion X2 Dual Core Mobile RM-70,497,3954,3.75,$132.56*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Dual+Core+Mobile+RM-70&id=1459
1234,AMD Turion X2 Dual-Core Mobile RM-72,653,3778,2.91,$224.26*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-72&id=486
1235,AMD Turion X2 Dual-Core Mobile RM-74,655,3775,43.83,$14.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-74&id=487
1238,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,506,3943,10.14,$49.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-80&id=490
1240,AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802,3599,16.05,$49.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-84&id=492
1241,AMD Turion X2 Ultra Dual-Core Mobile ZM-85,799,3604,17.76,$45.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-85&id=493
1242,AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,3723,11.39,$61.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-86&id=494
1243,AMD Turion X2 Ultra Dual-Core Mobile ZM-87,689,3733,17.25,$39.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-87&id=495
1250,AMD V140,397,4052,9.94,$39.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+V140&id=504
1385,Celeron Dual-Core T3100 @ 1.90GHz,584,3852,18.25,$32.00,https://www.cpubenchmark.net/cpu.php?cpu=Celeron+Dual-Core+T3100+%40+1.90GHz&id=513
1386,Celeron Dual-Core T3300 @ 2.00GHz,620,3810,41.38,$14.97*,https://www.cpubenchmark.net/cpu.php?cpu=Celeron+Dual-Core+T3300+%40+2.00GHz&id=514
1419,HP Hexa-Core 2.0GHz,"1,741",2806,3.45,$504.27*,https://www.cpubenchmark.net/cpu.php?cpu=HP+Hexa-Core+2.0GHz&id=2415
1426,Intel Atom C2350 @ 1.74GHz,520,3924,12.10,$43.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C2350+%40+1.74GHz&id=4645
1428,Intel Atom C2538 @ 2.40GHz,960,3440,9.23,$104.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C2538+%40+2.40GHz&id=3252
1430,Intel Atom C2558 @ 2.40GHz,"1,424",3024,10.47,$136.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C2558+%40+2.40GHz&id=2557
1431,Intel Atom C2750 @ 2.40GHz,"2,778",2236,11.97,$232.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C2750+%40+2.40GHz&id=2185
1433,Intel Atom C2758 @ 2.40GHz,"2,258",2497,10.51,$214.86*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C2758+%40+2.40GHz&id=2564
1435,Intel Atom C3538 @ 2.10GHz,"1,960",2659,26.13,$75.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C3538+%40+2.10GHz&id=3253
1436,Intel Atom C3558 @ 2.20GHz,"2,417",2399,28.11,$86.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C3558+%40+2.20GHz&id=3129
1437,Intel Atom C3758 @ 2.20GHz,"4,750",1633,24.61,$193.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C3758+%40+2.20GHz&id=3696
1438,Intel Atom C3858 @ 2.00GHz,"4,707",1640,14.18,$332.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C3858+%40+2.00GHz&id=3287
1439,Intel Atom C3958 @ 2.00GHz,"4,281",1733,9.53,$449.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C3958+%40+2.00GHz&id=3526
1440,Intel Atom C5125,"8,631",1034,28.87,$299.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C5125&id=5091
1446,Intel Atom D410 @ 1.66GHz,180,4352,0.28,$635.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+D410+%40+1.66GHz&id=608
1447,Intel Atom D425 @ 1.80GHz,199,4317,0.20,$992.98*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+D425+%40+1.80GHz&id=609
1448,Intel Atom D510 @ 1.66GHz,406,4040,4.18,$97.16*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+D510+%40+1.66GHz&id=610
1450,Intel Atom E3805 @ 1.33GHz,406,4039,20.31,$20.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+E3805+%40+1.33GHz&id=4947
1451,Intel Atom E3815 @ 1.46GHz,184,4342,1.36,$135.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+E3815+%40+1.46GHz&id=2233
1452,Intel Atom E3825 @ 1.33GHz,378,4074,5.37,$70.32*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+E3825+%40+1.33GHz&id=2256
1470,Intel Atom N550 @ 1.50GHz,283,4197,3.29,$86.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+N550+%40+1.50GHz&id=622
1471,Intel Atom N570 @ 1.66GHz,341,4108,3.96,$86.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+N570+%40+1.66GHz&id=623
1472,Intel Atom S1260 @ 2.00GHz,526,3920,8.22,$64.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+S1260+%40+2.00GHz&id=1915
1476,Intel Atom x5-Z8300 @ 1.44GHz,806,3589,6.06,$132.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x5-Z8300+%40+1.44GHz&id=2585
1478,Intel Atom x5-Z8350 @ 1.44GHz,897,3496,42.70,$21.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x5-Z8350+%40+1.44GHz&id=2774
1479,Intel Atom x5-Z8500 @ 1.44GHz,"1,237",3162,19.78,$62.57*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x5-Z8500+%40+1.44GHz&id=2581
1481,Intel Atom x6211E @ 1.20GHz,"1,695",2833,48.43,$35.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6211E+%40+1.20GHz&id=4347
1482,Intel Atom x6211E @ 1.30GHz,"1,833",2745,52.36,$35.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6211E+%40+1.30GHz&id=5023
1483,Intel Atom x6214RE @ 1.40GHz,"1,109",3285,23.59,$47.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6214RE+%40+1.40GHz&id=5556
1484,Intel Atom x6413E @ 1.50GHz,"3,864",1831,89.86,$43.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6413E+%40+1.50GHz&id=4644
1485,Intel Atom x6414RE @ 1.50GHz,"1,544",2939,28.07,$55.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6414RE+%40+1.50GHz&id=5420
1486,Intel Atom x6425E @ 2.00GHz,"3,972",1809,70.92,$56.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6425E+%40+2.00GHz&id=4753
1487,Intel Atom x6425RE @ 1.90GHz,"2,987",2151,50.62,$59.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6425RE+%40+1.90GHz&id=4763
1488,Intel Atom x6427FE @ 1.90GHz,"3,196",2062,38.51,$83.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x6427FE+%40+1.90GHz&id=5662
1489,Intel Atom x7-Z8700 @ 1.60GHz,"1,333",3083,18.10,$73.63*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x7-Z8700+%40+1.60GHz&id=2506
1497,Intel Atom Z3735E @ 1.33GHz,557,3889,4.76,$117.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+Z3735E+%40+1.33GHz&id=2272
1498,Intel Atom Z3735F @ 1.33GHz,542,3905,1.08,$500.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+Z3735F+%40+1.33GHz&id=2326
1503,Intel Atom Z3745 @ 1.33GHz,621,3808,20.72,$30.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+Z3745+%40+1.33GHz&id=2164
1505,Intel Atom Z3770 @ 1.46GHz,736,3676,4.93,$149.44*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+Z3770+%40+1.46GHz&id=2115
1507,Intel Atom Z3775 @ 1.46GHz,703,3715,1.41,$500.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+Z3775+%40+1.46GHz&id=2301
1519,Intel Celeron 1007U @ 1.50GHz,832,3565,4.50,$184.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+1007U+%40+1.50GHz&id=1847
1526,Intel Celeron 1100MHz,113,4439,7.55,$15.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+1100MHz&id=716
1542,Intel Celeron 2002E @ 1.50GHz,"1,091",3301,12.68,$86.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+2002E+%40+1.50GHz&id=3347
1555,Intel Celeron 3205U @ 1.50GHz,946,3456,3.30,$287.04*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+3205U+%40+1.50GHz&id=2509
1561,Intel Celeron 3867U @ 1.80GHz,"1,483",2980,13.86,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+3867U+%40+1.80GHz&id=3442
1563,Intel Celeron 3965U @ 2.20GHz,"1,743",2804,16.29,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+3965U+%40+2.20GHz&id=3145
1564,Intel Celeron 3965Y @ 1.50GHz,"1,179",3222,11.02,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+3965Y+%40+1.50GHz&id=3234
1565,Intel Celeron 420 @ 1.60GHz,235,4271,4.71,$49.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+420+%40+1.60GHz&id=650
1566,Intel Celeron 4205U @ 1.80GHz,"1,360",3069,12.71,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+4205U+%40+1.80GHz&id=3460
1567,Intel Celeron 430 @ 1.80GHz,280,4202,9.34,$29.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+430+%40+1.80GHz&id=651
1568,Intel Celeron 4305U @ 2.20GHz,"1,807",2761,16.89,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+4305U+%40+2.20GHz&id=4277
1570,Intel Celeron 440 @ 2.00GHz,368,4082,10.53,$34.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+440+%40+2.00GHz&id=652
1571,Intel Celeron 450 @ 2.20GHz,415,4029,1.39,$299.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+450+%40+2.20GHz&id=653
1572,Intel Celeron 5205U @ 1.90GHz,"1,458",2996,13.63,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+5205U+%40+1.90GHz&id=3688
1573,Intel Celeron 530 @ 1.73GHz,268,4219,20.62,$13.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+530+%40+1.73GHz&id=654
1574,Intel Celeron 540 @ 1.86GHz,305,4164,14.56,$20.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+540+%40+1.86GHz&id=655
1575,Intel Celeron 550 @ 2.00GHz,319,4145,5.80,$54.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+550+%40+2.00GHz&id=656
1576,Intel Celeron 560 @ 2.13GHz,339,4113,4.84,$69.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+560+%40+2.13GHz&id=657
1579,Intel Celeron 6305E @ 1.80GHz,"1,946",2667,18.19,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+6305E+%40+1.80GHz&id=4496
1580,Intel Celeron 6600HE @ 2.60GHz,"3,286",2026,27.85,$118.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+6600HE+%40+2.60GHz&id=5318
1582,Intel Celeron 7305,"2,339",2446,21.86,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+7305&id=4762
1587,Intel Celeron 847 @ 1.10GHz,486,3962,1.54,$315.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+847+%40+1.10GHz&id=661
1590,Intel Celeron 867 @ 1.30GHz,562,3883,10.08,$55.69*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+867+%40+1.30GHz&id=663
1593,Intel Celeron 900 @ 2.20GHz,396,4055,20.84,$18.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+900+%40+2.20GHz&id=665
1597,Intel Celeron B800 @ 1.50GHz,674,3756,26.97,$24.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+B800+%40+1.50GHz&id=668
1598,Intel Celeron B810 @ 1.60GHz,775,3628,9.69,$79.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+B810+%40+1.60GHz&id=669
1600,Intel Celeron B820 @ 1.70GHz,807,3588,27.54,$29.29*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+B820+%40+1.70GHz&id=671
1601,Intel Celeron B830 @ 1.80GHz,833,3563,16.67,$49.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+B830+%40+1.80GHz&id=1803
1608,Intel Celeron E1200 @ 1.60GHz,551,3894,5.51,$99.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+E1200+%40+1.60GHz&id=673
1609,Intel Celeron E1400 @ 2.00GHz,709,3705,8.87,$79.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+E1400+%40+2.00GHz&id=674
1610,Intel Celeron E1500 @ 2.20GHz,626,3802,31.86,$19.65*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+E1500+%40+2.20GHz&id=675
1612,Intel Celeron E3200 @ 2.40GHz,839,3556,41.96,$19.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+E3200+%40+2.40GHz&id=676
1613,Intel Celeron E3300 @ 2.50GHz,824,3573,12.71,$64.78,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+E3300+%40+2.50GHz&id=677
1614,Intel Celeron E3400 @ 2.60GHz,844,3547,42.20,$19.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+E3400+%40+2.60GHz&id=678
1615,Intel Celeron E3500 @ 2.70GHz,935,3465,62.36,$15.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+E3500+%40+2.70GHz&id=679
1616,Intel Celeron G1101 @ 2.27GHz,"1,086",3308,54.92,$19.77*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1101+%40+2.27GHz&id=680
1617,Intel Celeron G1610 @ 2.60GHz,"1,526",2952,41.25,$37.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1610+%40+2.60GHz&id=1819
1618,Intel Celeron G1610T @ 2.30GHz,"1,379",3056,92.08,$14.98*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1610T+%40+2.30GHz&id=2075
1619,Intel Celeron G1620 @ 2.70GHz,"1,557",2923,34.61,$44.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1620+%40+2.70GHz&id=1848
1620,Intel Celeron G1620T @ 2.40GHz,"1,541",2942,36.69,$42.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1620T+%40+2.40GHz&id=2197
1621,Intel Celeron G1630 @ 2.80GHz,"1,707",2827,15.53,$109.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1630+%40+2.80GHz&id=2064
1622,Intel Celeron G1820 @ 2.70GHz,"1,696",2832,37.78,$44.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1820+%40+2.70GHz&id=2129
1623,Intel Celeron G1820T @ 2.40GHz,"1,631",2871,38.84,$42.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1820T+%40+2.40GHz&id=2169
1625,Intel Celeron G1830 @ 2.80GHz,"1,560",2918,21.37,$73.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1830+%40+2.80GHz&id=2165
1626,Intel Celeron G1840 @ 2.80GHz,"1,762",2795,35.78,$49.25,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1840+%40+2.80GHz&id=2268
1628,Intel Celeron G1850 @ 2.90GHz,"1,899",2706,32.18,$59.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1850+%40+2.90GHz&id=2240
1629,Intel Celeron G3900 @ 2.80GHz,"2,172",2548,135.81,$15.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3900+%40+2.80GHz&id=2706
1630,Intel Celeron G3900E @ 2.40GHz,"2,034",2616,19.01,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3900E+%40+2.40GHz&id=2998
1631,Intel Celeron G3900T @ 2.60GHz,"2,089",2587,18.57,$112.46*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3900T+%40+2.60GHz&id=2760
1632,Intel Celeron G3900TE @ 2.30GHz,"1,850",2733,30.86,$59.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3900TE+%40+2.30GHz&id=3296
1633,Intel Celeron G3920 @ 2.90GHz,"2,358",2431,2.18,"$1,083.82",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3920+%40+2.90GHz&id=2807
1634,Intel Celeron G3930 @ 2.90GHz,"2,230",2516,81.98,$27.20,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3930+%40+2.90GHz&id=2957
1635,Intel Celeron G3930T @ 2.70GHz,"2,051",2610,120.73,$16.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3930T+%40+2.70GHz&id=3353
1636,Intel Celeron G3930TE @ 2.70GHz,"2,218",2523,52.82,$42.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3930TE+%40+2.70GHz&id=3522
1637,Intel Celeron G3950 @ 3.00GHz,"2,322",2456,16.24,$143.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G3950+%40+3.00GHz&id=2973
1638,Intel Celeron G440 @ 1.60GHz,425,4015,4.25,$100.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G440+%40+1.60GHz&id=681
1639,Intel Celeron G460 @ 1.80GHz,469,3975,8.85,$52.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G460+%40+1.80GHz&id=682
1640,Intel Celeron G465 @ 1.90GHz,547,3901,14.81,$36.98*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G465+%40+1.90GHz&id=1804
1641,Intel Celeron G470 @ 2.00GHz,599,3829,17.03,$35.15*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G470+%40+2.00GHz&id=2180
1642,Intel Celeron G4900 @ 3.10GHz,"2,434",2386,74.60,$32.63,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G4900+%40+3.10GHz&id=3275
1643,Intel Celeron G4900T @ 2.90GHz,"2,254",2499,32.69,$68.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G4900T+%40+2.90GHz&id=3214
1644,Intel Celeron G4920 @ 3.20GHz,"2,500",2355,57.90,$43.17,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G4920+%40+3.20GHz&id=3305
1645,Intel Celeron G4930 @ 3.20GHz,"2,572",2324,40.13,$64.10,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G4930+%40+3.20GHz&id=3557
1646,Intel Celeron G4930T @ 3.00GHz,"2,297",2477,54.68,$42.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G4930T+%40+3.00GHz&id=3788
1647,Intel Celeron G4950 @ 3.30GHz,"2,714",2259,22.62,$119.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G4950+%40+3.30GHz&id=4210
1648,Intel Celeron G530 @ 2.40GHz,"1,117",3278,13.97,$79.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G530+%40+2.40GHz&id=683
1649,Intel Celeron G530T @ 2.00GHz,"1,056",3338,62.15,$16.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G530T+%40+2.00GHz&id=1860
1650,Intel Celeron G540 @ 2.50GHz,"1,172",3226,106.27,$11.03*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G540+%40+2.50GHz&id=684
1652,Intel Celeron G550 @ 2.60GHz,"1,233",3168,25.15,$49.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G550+%40+2.60GHz&id=686
1654,Intel Celeron G555 @ 2.70GHz,"1,268",3133,16.91,$75.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G555+%40+2.70GHz&id=1791
1655,Intel Celeron G5900 @ 3.40GHz,"2,696",2266,62.71,$43.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G5900+%40+3.40GHz&id=3761
1656,Intel Celeron G5900T @ 3.20GHz,"2,620",2297,62.39,$42.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G5900T+%40+3.20GHz&id=4557
1657,Intel Celeron G5905 @ 3.50GHz,"2,798",2228,96.84,$28.89,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G5905+%40+3.50GHz&id=3848
1658,Intel Celeron G5905T @ 3.30GHz,"2,070",2599,49.28,$42.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G5905T+%40+3.30GHz&id=4335
1659,Intel Celeron G5920 @ 3.50GHz,"2,482",2365,62.19,$39.91,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G5920+%40+3.50GHz&id=3887
1660,Intel Celeron G5925 @ 3.60GHz,"2,809",2224,62.61,$44.87,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G5925+%40+3.60GHz&id=4421
1661,Intel Celeron G6900,"4,550",1673,56.95,$79.90,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G6900&id=4709
1662,Intel Celeron G6900T,"4,003",1806,95.32,$42.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G6900T&id=4927
1670,Intel Celeron J3455 @ 1.50GHz,"2,261",2495,6.48,$349.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+J3455+%40+1.50GHz&id=2875
1672,Intel Celeron J4005 @ 2.00GHz,"1,585",2899,9.40,$168.75*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+J4005+%40+2.00GHz&id=3200
1674,Intel Celeron J4105 @ 1.50GHz,"2,912",2188,27.22,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+J4105+%40+1.50GHz&id=3159
1677,Intel Celeron J6412 @ 2.00GHz,"3,841",1844,71.12,$54.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+J6412+%40+2.00GHz&id=4474
1679,Intel Celeron M 1.00GHz,149,4396,10.65,$13.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+M+1.00GHz&id=706
1701,Intel Celeron N2810 @ 2.00GHz,420,4021,3.00,$139.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N2810+%40+2.00GHz&id=2109
1703,Intel Celeron N2820 @ 2.13GHz,500,3948,2.22,$225.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N2820+%40+2.13GHz&id=2145
1704,Intel Celeron N2830 @ 2.16GHz,550,3896,3.67,$149.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N2830+%40+2.16GHz&id=2213
1712,Intel Celeron N3050 @ 1.60GHz,590,3846,3.47,$170.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N3050+%40+1.60GHz&id=2541
1713,Intel Celeron N3060 @ 1.60GHz,658,3774,2.33,$282.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N3060+%40+1.60GHz&id=2762
1715,Intel Celeron N3160 @ 1.60GHz,"1,168",3230,3.35,$349.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N3160+%40+1.60GHz&id=2812
1716,Intel Celeron N3350 @ 1.10GHz,"1,109",3283,4.03,$275.49*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N3350+%40+1.10GHz&id=2895
1717,Intel Celeron N3450 @ 1.10GHz,"1,987",2644,10.74,$185.08*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N3450+%40+1.10GHz&id=2907
1718,Intel Celeron N4000 @ 1.10GHz,"1,422",3028,13.29,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N4000+%40+1.10GHz&id=3239
1722,Intel Celeron N4100 @ 1.10GHz,"2,436",2385,22.76,$107.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N4100+%40+1.10GHz&id=3270
1729,Intel Celeron N5105 @ 2.00GHz,"4,068",1791,13.61,$299.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N5105+%40+2.00GHz&id=4412
1730,Intel Celeron N6210 @ 1.20GHz,"1,918",2687,35.52,$54.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N6210+%40+1.20GHz&id=5039
1731,Intel Celeron N6211 @ 1.20GHz,"2,245",2504,41.57,$54.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N6211+%40+1.20GHz&id=4286
1736,Intel Celeron T1600 @ 1.66GHz,562,3882,28.09,$19.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+T1600+%40+1.66GHz&id=582
1740,Intel Core 860 @ 2.80GHz,"2,754",2243,10.20,$270.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+860+%40+2.80GHz&id=1470
